Text,Actual Sentiment,Predicted Sentiment,Confidence
polish business employs people net sales eur mn,neutral,neutral,0.8796807
portfolio comprises leasable space vacancy rate roughly let around tenants two largest swedish government ericsson,neutral,neutral,0.85307664
production capacity tripled without major additional investments company said,positive,positive,0.91247946
program started summer originally estimated last approximately two years,neutral,neutral,0.93442523
proposal shareholders elect mr hannu krogerus board based long unrivalled experience knowledge matters related elcoteq,neutral,neutral,0.9068337
remainder revenues come technology agreements firms interdigital said,neutral,neutral,0.90969354
remaining amount funded debt danish bank said,neutral,neutral,0.94393766
reorganisation carried transferring hkscan corporation production related property plant equipment finland well holdings subsidiaries associates hkscan finland oy holding company wholly owned hkscan corporation,neutral,neutral,0.9535329
report contains category level company brand share well distribution share information,neutral,neutral,0.9515865
result taxes loss million euros,neutral,neutral,0.87993836
results enable preparation conceptual plant design capital estimates,neutral,positive,0.6793056
retail chain launched correspond profit sales forecasts company,neutral,neutral,0.6683961
russian gas giant invested another million litas company late owns percent stock capital amounts million litas,neutral,neutral,0.87498885
second company acquired sweden reftele maskinservice ab whose business mainly field services spare parts manufacturing employees mln eur sales year,neutral,neutral,0.9167487
segments company operates frozen food business seafoods vegetable oil business grain trading business operations,neutral,neutral,0.94908667
selling consortium includes funds managed oko bank venture capital unit bio fund management finnish industry investment government owned investment group,neutral,neutral,0.939006
solution demonstrated tablet developed aava mobile multi window system enables use several applications simultaneously example viewing messages calendar side side,neutral,neutral,0.8366664
solution installed usa support north american operations customer,neutral,neutral,0.8445877
staff reduction start immediately glaston added,negative,negative,0.83174413
stockmann department store total floor space square metres stockmann investment project price tag eur million,neutral,neutral,0.9309353
studies expected start,neutral,neutral,0.9154429
swedish buyout firm sold remaining percent stake almost eighteen months taking company public finland,neutral,neutral,0.92797047
swedish maritime administration closed furusund channel viking line normally charters en route stockholm,neutral,negative,0.7556018
tanks delivered company currently building chemical tank farm antwerp northern belgium,neutral,neutral,0.9365182
tekla structures product box needed made recycled material,neutral,neutral,0.937089
terms transactions remained undisclosed,neutral,neutral,0.86455816
service fesco telling example strengthening relationship logistics companies operators international level,positive,positive,0.778826
total capacity factory approximately engines year,neutral,neutral,0.920629
total emissions reduction thus,neutral,neutral,0.9239983
total floor area plant expansion square metres,neutral,neutral,0.8814989
total headcount reduction persons company said,negative,negative,0.75005776
total investment expected amount eur,neutral,neutral,0.9314627
total investment company eur wartsila share eur,neutral,neutral,0.93935084
total investment project approximately eur,neutral,neutral,0.9426665
total value agreement usd company said,neutral,neutral,0.9343486
total value contract eur million,neutral,neutral,0.94571036
total value deal usd mn,neutral,neutral,0.9398106
total value project eur including plots transferred atria,neutral,neutral,0.9452881
total value project estimated mln euro mln services mln euro mln third party licences mln euro mln,neutral,neutral,0.9303322
total value two contracts eur million,neutral,neutral,0.928808
transaction planned financed eur market based loan granted standard chartered bank hong kong,neutral,neutral,0.8239881
transaction value cad million approximately eur million,neutral,neutral,0.9439758
unit clients mainly field specialist convenience goods well textile shoe furniture businesses,neutral,neutral,0.9455915
value contract eur mn,neutral,neutral,0.8208937
value contract eur poyry headquartered vantaa finland provides consulting engineering services energy forestry infrastructure environment sectors,neutral,neutral,0.9448697
value contract eur mn,neutral,neutral,0.8208937
value contract total usd,neutral,neutral,0.9138483
value contracts eur mn,neutral,neutral,0.85530853
value deal disclosed,neutral,neutral,0.930159
value deal estimated sek sek,neutral,neutral,0.9302651
value deal disclosed,neutral,neutral,0.930159
value multi year agreement eur mn year,neutral,neutral,0.62972987
value three year contract estimated eur,neutral,neutral,0.82804424
value kind order amounts usually euro million,neutral,neutral,0.94719213
web marela application handles invitations quote quote comparisons agreements purchases invoice inspections inventory management deliveries,neutral,neutral,0.9436121
venture owned kemira ivrcl operate inorganic coagulant manufacturing facility built vishakapatnam vizag state andhra pradesh kick operations second half,neutral,neutral,0.93021387
workforce reduced also amsterdam office netherlands,negative,negative,0.742808
works include laying natural stone pavements installation underground heating surface water drainage systems,neutral,neutral,0.940934
previous share subscriptions stock options,neutral,neutral,0.9483165
new units built cargotec state art manufacturing facility san antonio texas usa started operations,neutral,neutral,0.7434082
share transactions part company strategy relinquishing assets part core business,neutral,neutral,0.9428552
six agreements company first customer acquisitions india since taking tvs electronics contract manufacturing facility jun,neutral,positive,0.5215288
could us time said,neutral,neutral,0.88916373
order delivered bring total output electricity italy generated wartsila equipment mw,neutral,neutral,0.8274066
rating best highest among cis countries central eastern europe,neutral,positive,0.8904139
wood lacquered clock comes stripy hand crocheted cover,neutral,neutral,0.9062611
tikkurila acquired majority stake kolorit paints autumn,neutral,neutral,0.93362445
see slide show newest product releases fiskars,neutral,neutral,0.9387433
total value contract eur mn,neutral,neutral,0.9277374
trading name velta uk former uponor brand company uponor long term partner supplying velta branded systems particularly commercial industrial building sector uk internationally,neutral,neutral,0.87666965
tulikivi manufactures heat retaining soapstone ceramic fireplaces well natural stone products utility ceramics,neutral,neutral,0.93966466
tvo two unit mw olkiluoto plant generated twh operating ratio across reactors company described high international standards,neutral,positive,0.8905594
tyrv inen opinion airline repeating time already however,neutral,negative,0.7108745
finnish law parliament grants licences build nuclear power plants,neutral,neutral,0.85076606
agreement larox transfer employees within engineering documentation related delivery projects product maintenance finland etteplan january,neutral,neutral,0.9341691
agreement benefon forthcoming range twig integrated gps navigation mobile phone devices use jointly developed web based tracking location technology consumer commercial applications,neutral,neutral,0.90210783
terms agreement bunge acquire raisio keiju makuisa pyszny duet brands manufacturing plants finland poland,neutral,neutral,0.8356316
transaction agreement metsaliitto purchase metsa botnia shares upm real,neutral,neutral,0.8782291
underground parking facilities also built basement floor,neutral,neutral,0.8722429
unit prices straddle carriers vary eur eur company added,neutral,neutral,0.8972246
unlisted british biologicals makes b proteins disease specific supplements cover diabetes hepatitis asthma cardiovascular ailments,neutral,neutral,0.9292223
upm biggest producer magazine paper europe market share pct likely say prices segment best flat quarter analysts said,neutral,neutral,0.6012456
upm kymmene said indicated interest domestic consolidations,neutral,neutral,0.6780326
upon completion deal panostaja establish new business area within group focus heat treatment metals,neutral,neutral,0.6264252
vacon aims establish presence solar energy business various parts world towards end said olli teva marketing director renewable energy applications,neutral,neutral,0.74528486
vaisala board directors propose dividend euro per share company annual general meeting,neutral,neutral,0.93562686
vaisala expertise lightning data information systems based extensive experience investment r,neutral,neutral,0.7753787
valmet automotive reports net sales eur mn operating profit eur mn,neutral,positive,0.70478237
bring new committed leadership business strategic know company buy,neutral,neutral,0.8371303
look forward take part future development company says tomas billing president nordstjernan,neutral,neutral,0.8424019
veidekke headquartered oslo norway scandinavian construction property development group employees norway sweden denmark annual turnover nok bn,neutral,neutral,0.67186713
company indicate level investment unit said purchased equipment nokia corporation mobile phone r laboratory jyvaeskylae,neutral,neutral,0.9152947
subscribe magazine,neutral,neutral,0.93705267
vianor sells tires cars trucks well range car parts provides maintenance services,neutral,neutral,0.946387
viking line stx finland said monday plans build million euro ferry would launched turku stockholm route spring,neutral,neutral,0.8255508
government exempting certain stainless steel products anti dumping duties finland based outokumpu today said look enter supply pacts indian railways soon,neutral,positive,0.7102713
new arrangement customer responsibilities become mainly regional,neutral,neutral,0.9441985
acquisition wireless modem unit approximately employees transferred renesas electronics corporation,neutral,neutral,0.90395916
hear latest insights updates citycon strategy well latest news business units,neutral,neutral,0.93270606
personnel reductions primarily affect working parent company diagnostics business production logistics liquid handling business,negative,negative,0.92117923
asia pacific region visa wave available malaysia taiwan south korea expanded japan southeast asia year jung added,positive,neutral,0.86111134
third quarter fiscal efore swung net loss eur versus net profit eur corresponding period fiscal,negative,negative,0.954623
konecranes oyj kcr v fh fell percent euros biggest fall since june,negative,negative,0.9706972
meanwhile minority shareholders expecting teliasonera retain bid sell shares,neutral,neutral,0.71610653
net sales financial year expected amount eur operating result ebit expected loss announced,negative,negative,0.9720138
operating loss totaled eur mn compared profit eur mn corresponding period,negative,negative,0.97532016
production levels agreed producers long time ago fall consumption lead losses,negative,negative,0.865997
return investment roi compared first half,negative,negative,0.56342965
ssh communications security corp stock exchange release october pm company updates full year outlook estimates results remain loss full year,negative,negative,0.865079
sale result capital loss eur solidium obtained tikkurila shares march,negative,negative,0.93933517
group result taxes loss eur million,neutral,negative,0.945003
group result taxes eur million,negative,neutral,0.88259023
group sales period eur million eur million result taxes loss eur million,negative,negative,0.956935
fair value investment properties eur million,neutral,neutral,0.91432655
total mn passenger ship journeys took place northern baltic sea slightly mn,negative,neutral,0.79019135
finnish media group talentum issued profit warning,negative,negative,0.94339067
finnish shipping company finnlines pretax loss totalled eur mn third quarter compared profit eur mn third quarter,negative,negative,0.97396785
finland city forssa said pay compensation food industry companies hk ruokatalo atria lye leak tap water occurred march,negative,negative,0.9462096
acando ab acanb ss fell percent kronor lowest close since dec,negative,negative,0.9513207
according shipping company viking line eu decision significant financial impact,neutral,negative,0.86332136
according ceo matti perkonoja parent company hkscan company performance first quarter remained clearly level corresponding period,negative,positive,0.54993516
point separate company names palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among others disappear,neutral,neutral,0.9397573
cencorp net sales first quarter estimated eur compared eur first quarter,negative,negative,0.8266689
diluted earnings per share eps stood eur versus eur,negative,negative,0.8200832
earnings per share eps amounted loss eur,negative,neutral,0.8684145
earnings per share eps amounted loss eur,negative,neutral,0.8684145
earnings per share eps amounted loss eur,negative,neutral,0.8684145
earnings per share loss eur,negative,negative,0.9601097
expense ratio compared corresponding period,negative,negative,0.40541086
finnish automation solutions developer cencorp corporation omx helsinki cnc v issued thursday september profit warning third quarter,negative,negative,0.79250556
finnish automation solutions developer cencorp corporation omx helsinki cnc v reported thursday november operating loss eur net sales eur period january september,neutral,negative,0.97379047
finnish communication electronics components supplier scanfil oyj tuesday said sales first half lower period year ago,negative,negative,0.9137483
finnish forest industry group stora enso oyj issued thursday march profit warning first quarter,negative,negative,0.9124477
finnish home decoration arts crafts retailer tiimari plc omx helsinki tii v reported monday august operating loss eur net sales eur period january june,neutral,negative,0.9730185
finnish technology company raute corporation omx helsinki rutav issued tuesday september profit warning financial year,negative,negative,0.96442443
said sale actively marketing,neutral,neutral,0.78011763
q company operating loss totalled eur mn compared profit eur mn q,negative,negative,0.97526324
reporting period eps stood eur versus eur,negative,negative,0.57281065
last year million passengers flew airline percent,negative,neutral,0.87949884
loss financial items totalled eur mn compared profit eur mn corresponding period,negative,negative,0.57731456
loss period totalled eur mn compared profit eur mn,negative,negative,0.8849998
myllykoski one paper plant finland one us three germany revenues eur first half operating loss eur reuters said,negative,negative,0.94359654
net loss period euro million,neutral,neutral,0.6619995
nokia siemens networks struggled make profit past two years,negative,negative,0.9440747
operating loss amounted eur mn first half compared profit eur mn first half,negative,negative,0.9735704
operating loss pulp paper machinery unit eur mn september august compared profit eur mn year earlier,negative,negative,0.96959585
operating loss totaled eur mn compared profit eur mn corresponding period,negative,negative,0.97532016
operating loss totaled eur mn compared profit eur mn,negative,negative,0.9737115
operating loss totalled eur mn compared profit eur mn first half,negative,negative,0.9740166
operating loss totalled eur mn compared profit eur mn third quarter,negative,negative,0.97468096
operating loss totalled eur mn compared profit eur mn second quarter,negative,negative,0.9744914
operating loss totalled eur mn compared loss eur mn corresponding period,negative,negative,0.9697611
operating profit non recurring items eur mn first nine months compared eur corresponding period,negative,negative,0.92012393
pretax loss totaled eur mn compared loss eur mn corresponding period,negative,negative,0.9565343
pretax loss totalled eur mn compared profit eur mn,negative,negative,0.96639866
pretax loss totalled eur mn compared loss eur mn corresponding period,negative,negative,0.9443549
pretax profit totaled eur mn compared eur mn first quarter,negative,negative,0.75983584
publishing sweden operating loss eur mn q compared profit eur mn year ago,negative,negative,0.97163343
raisio malting capacity full use,positive,neutral,0.91739166
raw materials prices surged past year fueled part rapid industrialization china india developing nations,negative,neutral,0.5110578
rivals say qualcomm fewer patents g phones earlier versions lower rates,negative,negative,0.8026091
company reported today operating loss eur net sales eur first quarter,negative,negative,0.9702036
company annual loss amounted eek mn compared profit eek mn,negative,negative,0.972013
fair value change investment properties eur mn compared eur mn third quarter,negative,negative,0.6905291
impact cableway teleste net sales estimated eur million,neutral,neutral,0.8802222
stock hit profit warning finnish rival rautaruukki oyj omx rtrks,negative,negative,0.6224954
finnish bank land landsbanken issued profit warning,negative,negative,0.881103
finnish forest machinery manufacturer ponsse issued profit warning,negative,negative,0.84931874
cerberus capital management lp backed printing paper maker newpage corp posted mixed second quarter results casting cloud planned initial public offering,negative,negative,0.9692676
finnish electronics manufacturing services ems company elcoteq se posted net loss mln euro mln first half compared net profit mln euro mln period,negative,negative,0.93662226
finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year,negative,negative,0.9655655
finnish retail software developer aldata solution oyj reported net loss mln euro mln versus net profit mln euro mln,negative,negative,0.93418086
finnish textiles clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln,negative,positive,0.82948154
stora enso net loss eur million compared eur million previous year,negative,negative,0.97135466
january june diluted loss per share stood eur versus eur first half,negative,negative,0.927079
october upm reported third quarter net loss euro million million compared net profit euro million,negative,negative,0.9455608
operating loss amounted eur mn compared profit eur mn second quarter,negative,negative,0.973736
operating loss non recurring items eur mn compared profit eur mn,negative,negative,0.96318066
operating profit margin compared year earlier,negative,positive,0.5724379
operating profit eur mn compared eur mn,negative,negative,0.6848984
operating result showed loss eur mn year showed profit eur mn,negative,negative,0.9317189
performance impacted consolidation trend telecom sector overall structural changes contract manufacturing market telecommunications technology industrial electronics,negative,neutral,0.819548
salcomp oyj finnish maker mobile phone chargers monday posted eur million loss second quarter compared million profit period previous year,negative,negative,0.95659727
scanfil also issued profit warning,negative,negative,0.8361929
scanfil issued profit warning april,negative,negative,0.9577433
operating loss amounted eur mn compared profit eur mn year earlier,negative,negative,0.9756448
period end cash cash equivalents totaled eur compared eur previous year,negative,negative,0.7194763
poorest index figure given finnish power company fortum,negative,negative,0.96262646
real estate company posted net loss x million x per share compared net profit x million x per share corresponding quarter,negative,negative,0.9497213
tightened competition situation production automation market affected net sales cencorp said,negative,negative,0.8697012
tietoenator pct extending recent lows last week second quarter report dealers said,negative,negative,0.7846025
operating profit excluding restructuring costs grew eur million eur million operating profit including restructuring costs showed even larger growth eur million eur million,positive,positive,0.9446583
china based operation enable us fully leverage resources expertise wireless solutions also strengthen capability offer industry leading products customers china,positive,positive,0.9324457
cost cutting measures produced around eur savings past nine months dampened airline loss finnair said,positive,negative,0.87375855
groups turnover full fiscal year expected show slight increase previous fiscal year,positive,positive,0.78264374
talks aimed restructuring operations cutting costs,positive,neutral,0.5189201
transaction supports huhtamaki strategic review rigid plastic consumer goods operations says huhtam ki oyj ceo jukka moisio,neutral,positive,0.5830554
consolidated operating profit excluding one items eur mn eur mn year earlier,positive,neutral,0.65279543
ebit excluding non recurring items estimated increase,positive,neutral,0.9225548
february new wording identity documents act makes mobile id state approved electronic document february st entered force,neutral,neutral,0.9285134
lean system supports change management component purchasing extremely well,positive,positive,0.6775765
operating profit excluding non recurring items increased eur mn eur mn corresponding period,positive,positive,0.952949
planned ethanol energy production plant operate correlation waste treatment unit paper mill,neutral,neutral,0.9360817
transaction also rationalize pulp paper industry related solutions,positive,neutral,0.88493055
cash flow business operations totalled eur mn compared negative eur mn first half,positive,negative,0.50424993
cash flow operations totalled eur mn compared negative eur mn corresponding period,positive,negative,0.57244
cash flow operations totalled eur mn compared negative eur mn second quarter,positive,negative,0.78455895
ebit excluding non recurring items totalled eur mn eur mn,positive,neutral,0.8999422
finnish energy company fortum oyj said november granted environmental permit build biofuel fired combined heat power chp plant vartan harbor eastern stockholm,positive,positive,0.71167994
following transaction lundbeck worldwide rights nalmefene excluding north america mexico turkey south korea,positive,neutral,0.93293124
nokia pct eur kicking morning negative territory,positive,negative,0.9505047
return investment compared negative,positive,neutral,0.8258967
district court helsinki dismissed charges court first instance,positive,neutral,0.634557
thus method cut working costs fasten planning building processes,positive,neutral,0.8043564
cutting number plants group trim fixed costs,positive,neutral,0.6230856
results expected late,neutral,neutral,0.8388073
copying republication redistribution afx news content including framing similar means expressly prohibited without prior written consent afx news,neutral,neutral,0.94013613
company reported profit euro mln sale varesvuo partners sub group loss euro caused sale program production subsidiary oy filmiteollisuus fine ab,neutral,negative,0.9221659
far norwegian norske skog reduced staff levels people plans reduce production tons finnish swedish stora enso cut staff people production tons,negative,negative,0.9710179
extracted filtrates high clarity dried filter cakes meet required transport moisture limits tmls ore grades,neutral,neutral,0.83330417
march finnish electronics contract manufacturer scanfil oyj hel scf v said today plan merge wholly owned scanfil ems group ojala yhtyma oy hit snag shareholders domestic rival rejected deal,negative,neutral,0.91925406
part new strategy finnish biohit planning incorporate diagnostics business separate limited company,neutral,neutral,0.9497452
finnish benefon denies claims made press company giving mobile handset business,neutral,negative,0.5507323
split number k shares number shares,neutral,neutral,0.9301797
reproduction distribution prohibited,neutral,neutral,0.9408798
consequence works council withdrawn petition suspend reorganisation,neutral,negative,0.6726329
negotiations reduction persons taken place natural redundancy termination fixed term contracts,neutral,neutral,0.8455457
elisa ceo sami seppanen said emt slogan best coverage across estonia clearly gives misleading information consumers,negative,negative,0.89784557
established srv group private finnish construction concern operations finland baltic countries russia,neutral,neutral,0.9390738
case effect would negative finland,negative,neutral,0.8547741
initial estimated total value contract euros excluding vat,neutral,neutral,0.9495757
would premature talk dates volume investment procedure said,neutral,neutral,0.89964175
mr clausen however refused comment option nordea would consider buying citadele bank,neutral,neutral,0.9272266
nokia capcom announced resident evil degeneration released n gage later year,neutral,neutral,0.9236548
nokia certainly disagree qualcomm views patent situation,negative,neutral,0.62825793
olli pekka kallasvuo elected vice chairman board,neutral,neutral,0.9272444
olli pekka laine appointed chairman erkki pehu lehtonen vice chairman board,neutral,neutral,0.91502064
outokumpu steel mill tornio finland suspected source,negative,neutral,0.6230246
possible personnel reductions concern approximately people,negative,negative,0.9662761
risk exposure non life insurance moving month expenses function non life insurance excluding expenses investment management expenses services rendered non life insurance investment portfolio allocation,neutral,neutral,0.9359171
secure files online like filling tax return making backup boring,neutral,neutral,0.93380195
go bed worrying every night said,negative,negative,0.5548776
challenge company however finding new sources raw material said risto rinne ceo neste oil,neutral,positive,0.8083761
company initially estimated would cut jobs,negative,negative,0.9571236
company try adapt operations temporary lay offs different duration working hour arrangements training development efforts,neutral,neutral,0.74058723
effect may remain short lived however,neutral,neutral,0.8539229
ipad application joins iphone app part monster range mobile applications job hunting,neutral,neutral,0.82699203
issue came connection discussion local municipalities concerning sale water industrial facilities,neutral,neutral,0.93479395
number bodily injury cases quadrupled,negative,negative,0.92468864
purchase price paid cash upon closure transaction scheduled april,neutral,neutral,0.93304145
size extension already let gross area sq sq ft,neutral,neutral,0.8068859
symbian foundation plans revise procedures testing signing software digitally signing trojan symbian mobile phone operating system mistake,neutral,neutral,0.92209005
terms conditions stock option scheme available company internet pages www sanoma com,neutral,neutral,0.95054907
third applicant fortum dropped,neutral,neutral,0.8320193
tieto service also used send process receive materials related absentee voting,neutral,neutral,0.94508976
trading code eli v number shares price share gratuitous transfer elisa holds total shares,neutral,neutral,0.9464071
wife looking forward getting paycheck quipped recently six knot current swirled around anchored heavily sponsored jet sled,neutral,negative,0.8567003
high figure european scale noop said recalling however also includes beer bought finnish tourists,neutral,neutral,0.91968936
tweeple check following cautious clicking urls tinyurls,neutral,neutral,0.75142014
expensive water brand finland moment,neutral,neutral,0.8812448
september finnish electrical components maker salcomp oyj hel sal v announced today launch latest twist charger platform,neutral,neutral,0.82253486
total stock options issued stock option scheme,neutral,neutral,0.945466
worm set activate friday corrupt documents using common file types including,neutral,neutral,0.74530166
according swedish authorities traces toxic osmium tetroxide found coast per meri northernmost part gulf bothnia,negative,negative,0.53701156
finnish airline finnair starting temporary layoffs cabin crews february,negative,negative,0.96196586
finnish energy company fortum set new stricter target limits short term carbon dioxide emissions heat electricity production,neutral,neutral,0.7907195
finnish food workers union sel plans hasten collective bargaining two day strike would begin april finland,negative,negative,0.913023
finnish honkarakenne specialises building log houses planning use pine russian karelia,neutral,neutral,0.94548184
finnish konecranes trying acquire italian fantuzzi manufacturer gantry cranes reach stackers,neutral,neutral,0.87248844
finnish real kyro mill starting negotiations cut staff,negative,negative,0.9168823
finnish nordic aluminium starting employer employee negotiations finland concern staff groups,neutral,negative,0.87255394
finnish publishing printing group ilkka yhtym introduced staff smoking ban beginning company three newspapers,neutral,negative,0.7287259
finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia,neutral,neutral,0.7461973
finnish suominen flexible packaging cutting jobs unit tampere two nastola finland,negative,negative,0.68902636
finland media group talentum start personnel negotiations cut staff parent company talentum publishing unit talentum media,negative,negative,0.9373803
according laavainen raisio food marketing used reactive inconsistent,negative,neutral,0.9233731
according prosecutor share transactions carried hk ruokatalo proceeded negotiations concerning acquisition swedish meats,neutral,neutral,0.8974005
according tiimari consumers advised cut away rabbits bow tie contains formadehyde dispose,neutral,neutral,0.816016
charges dismissed,neutral,negative,0.62301034
alpina sports lebanon new hampshire usa based distributor e g alpina ski shoes skis exel ski poles start ski waxes also peltonen cross country skis,neutral,neutral,0.9364688
among biggest christmas sellers satin bow shift dress styled outfits worn victoria beckham paris hilton prom dress,neutral,neutral,0.8986203
among scandinavian companies present st petersburg also named swedish concern ncc implements projects field asphalt production road housing construction project swedish krona,neutral,neutral,0.9467112
international conference call audio webcast concerning financial result january march begin eet,neutral,neutral,0.9399915
another problem cola flavoured long drinks,neutral,neutral,0.73613286
antniemi refuted report finnish daily turun sanomat company reorganizing operations baltic countries,neutral,neutral,0.64064574
antti orkola president kemira growhow industrial solutions unit told thomson financial news company put opening mine prices phosphate quite depressed long time,negative,negative,0.92311275
applying summer work seen laborious stressful,negative,negative,0.88683575
arcelormittal chief executive officer lakshmi mittal already cut output furnaces,negative,negative,0.9688686
part plan board directors decided transfer maximum shares held company share issue payment directed aspo management oy holding company acquired management,neutral,neutral,0.946974
result people made redundant total persons laid temporarily,negative,negative,0.9418945
result started negotiations banks provisional amendments concerning covenants credit terms,neutral,neutral,0.9136856
result negotiations company decided make people redundant financial production grounds,negative,negative,0.907536
production products continue normally temporary lay offs concern simultaneously employees,negative,negative,0.96410686
atria said offer would give swedish company continued ownership control slaughtering cutting operations,neutral,neutral,0.81517065
aug curbed delivered newstex latest racked covering shopping retail sidewalks,neutral,neutral,0.5776677
bertrand sciard vice chairman board directors aldata solution since april,neutral,neutral,0.9428395
bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse,neutral,neutral,0.9239482
chief executive officer olli pekka kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry,negative,negative,0.9069196
cuts equivalent costs employees target company said,negative,neutral,0.84669936
eb announced stock exchange release november th j bergqvist resigned chairmanship membership board eb,negative,neutral,0.5970095
finland based international machinery rental company ramirent plc omx helsinki rmr v said friday may president ceo kari kallio informed board intention retire year,neutral,neutral,0.78000194
finnish electrical components maker salcomp oyj hel sal v announced today launch latest twist charger platform,neutral,neutral,0.84528947
finnish soapstone processing fireplaces maker tulikivi oyj said february would cut less jobs fireplace sales organization production facilities subsidiary kermansavi oy,negative,negative,0.96820104
finnish suominen flexible packaging ltd owned local textile company suominen corporation group hel suy v said today would start employee negotiations concerning entire personnel finland,negative,negative,0.6987415
finnish vaahto group provides paper making technology process machinery starting negotiations concerning temporary lay offs employees company plants hollola tampere finland,negative,negative,0.930705
fortum looking invest several new production units including new waste fired unit brista combined heat power chp plant biofuels based production unit vartan chp plant,neutral,neutral,0.7275741
get midnighttrader realtime report delayed,neutral,neutral,0.9364003
global life science industry strictly regulated international national authorities,neutral,neutral,0.9401065
said losing five families month economy many make alternative arrangements save money,negative,neutral,0.8562469
resignation take effect immediately,neutral,neutral,0.8097426
huhtamaki rigid plastic consumer goods operations mainly europe separated new reporting segment january,neutral,neutral,0.9341015
addition production varpaisj rvi factory stopped beginning april,negative,negative,0.93612117
addition production personnel sport division given temporary lay warning,negative,negative,0.9514909
december amer announced dismissal ceo roger talermo headed company since,neutral,negative,0.6179883
europe paper industry situation paradoxical,neutral,neutral,0.49782103
parallel teliasonera decided conduct compulsory acquisition,neutral,neutral,0.8482874
sweden oversupply pharmacies,negative,negative,0.96195495
incap furniture presently negotiating staff cuts,negative,neutral,0.6662726
initially company said maximum people would made redundant parent company subsidiaries,negative,negative,0.6882768
disappointment see plan folded,negative,neutral,0.93739927
awkward thing use holding phone one hand,negative,neutral,0.911796
jul police looking man say terrorized three males gunpoint east maple avenue afternoon shooting one kidnapping another,negative,negative,0.7958593
jussi pesonen member sampo board since renounce seat sampo board,neutral,neutral,0.9169292
kesko previously published stock exchange release concerning deal february,neutral,neutral,0.9446385
korhonen dismissed post editor chief group newspaper lapin kansa december,negative,negative,0.5351697
last year upm cut production closed mills finland slashed jobs,negative,negative,0.9502199
less ten people face pension agreements,neutral,neutral,0.5575853
adp news jan finnish industrial machinery company vaahto group ltd oyj hel wat said today subsidiary vaahto ltd would cut jobs finland,negative,negative,0.9661506
adpnews dec finnish cutlery hand tools maker fiskars oyj abp hel fisas said today make redundant total office management staff members subsidiary iittala group ltd,negative,negative,0.93102986
adpnews dec finnish investment group neomarkka oyj hel nembv said today furlough employee unit reka cables ltd less days starting january,neutral,negative,0.6052729
managing director timo kohtam ki lemmink inen infra nevertheless points continued need infrastructure construction baltic markets,neutral,positive,0.5381352
customers left powerless,negative,negative,0.7523947
mr kari stadigh carry chairman board mr matti arteva vice chairman,neutral,neutral,0.9376372
real start statutory employer employee negotiations nekoski board mill concern people,neutral,negative,0.6988425
neste oil refineries combined crude oil refining capacity approximately barrels day,neutral,neutral,0.7980282
new chairman board directors mr chaim katzman give presentation answer questions,neutral,neutral,0.9427524
nokia inaugurated manufacturing plant near chennai mar,neutral,neutral,0.52528554
nokia requesting companies stop making selling mobile phones pay monetary damages costs,neutral,negative,0.86404806
march stora enso refused comment news way,neutral,negative,0.5469927
panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fees paid shares way shares transferred quarterly basis date following publication quarterly annual report,neutral,neutral,0.9178332
rapala fishing frenzy,neutral,neutral,0.92637014
residents access block planned aleksandri street,neutral,neutral,0.93332225
russian media ventures minority shareholder peter hervy denied plans sell ova press daily said,neutral,neutral,0.88902134
russian officials inspected damage gave vessel permission continue tallinn around norwegian registered sten nordic carrying tons gas oil manned filipino crew,neutral,neutral,0.722562
sanoma announced stock option scheme december,neutral,neutral,0.9145541
scanfil execute temporary lay offs mid october job cuts march,negative,negative,0.9621433
shock phase consumers started plan implement building projects,neutral,neutral,0.83737963
short term licenses games cost little purchasing game outright cost much,neutral,neutral,0.93248934
mr galvan made savings adjustments buying less liquor watching portion sizes,neutral,neutral,0.8482013
people workers retiring raahe works,neutral,neutral,0.5751171
swot analysis one method categorization weaknesses,neutral,neutral,0.9446446
adjustments concern staff specialty papers fiber composites segments,neutral,neutral,0.67004806
appointments force new ceo appointed,neutral,neutral,0.9112169
authorisation force end next annual general meeting repeals authorisation acquire shares given general meeting held april,neutral,neutral,0.76179785
authorization force period months resolution general meeting,neutral,neutral,0.92073333
business gross written premiums eur net combined ratio staff total offices uk germany benelux,neutral,neutral,0.87416226
chilled meat products category led meat fish poultry market finland accounting share,neutral,neutral,0.7137958
company split two parts coming months essent owning operating production supply enexis owning operating grid,neutral,neutral,0.94679016
company continuous need alloys nickel ferro chrome molybdenum manganese production said talvivaara,neutral,neutral,0.70667356
company reportedly searching replacement ceo olli pekka kallasvuo,neutral,negative,0.7178361
company plans close two three lines plant jobs threat,negative,negative,0.963506
contract also includes cutting edging wagon parts ruukki steel service centres seinajoki raahe southwestern finland delivered vr welding assembly,neutral,negative,0.4707981
copying republication redistribution afx news content inculding framing similar means expressly prohibited without prior written consent afx news,neutral,neutral,0.92751265
