Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
today connecting people new different ways fusing advanced mobile technology personalized services enable people stay close matters,neutral,neutral,0.73259205,14.651841000000001
alma media operating profit eur mn,neutral,neutral,0.73205847,14.6411694
repo rate gradually reach end according nordea economic outlook,neutral,neutral,0.73165655,14.633130999999999
however production almost entirely labor intensive based small investments,neutral,neutral,0.7315928,14.631856
nevertheless development allowed ruin print newspaper continues sanoma news main medium,neutral,neutral,0.7314589,14.629178000000001
based upon unique fiber expertise innovative approach company strong market position several business areas operates,positive,neutral,0.7306618,14.613236000000002
china unicom nyse chu hkse shse second largest mobile carrier country,neutral,neutral,0.73058856,14.611771200000002
tiimari finnish retailer reported geenrated quarterly revenues totalling eur mn th quarter eur mn loss,positive,neutral,0.73021543,14.604308600000001
company continued development fully human antibody vap antibody program,neutral,neutral,0.73016185,14.603237
indexes include top companies committed sustainable development,neutral,neutral,0.729857,14.59714
warmly welcome,neutral,neutral,0.7294822,14.589643999999998
estimated consolidated turnover kausta guder reach lt mn us mn eur mn,neutral,neutral,0.7293925,14.58785
work assignment already started due completion spring,neutral,neutral,0.728962,14.579240000000002
exports make per cent sales name glaston also reflects truly internationally operating company explains kyro president ceo mika seitovirta,neutral,neutral,0.72856164,14.5712328
tele affarsvarlden gave buy recommendation mobile operator tele ab share price target crowns euro,positive,neutral,0.7281982,14.563964000000002
unc charlotte would also deploy ssh tectia connector enable secure application connectivity,neutral,neutral,0.728108,14.562159999999999
economic occupancy rate sponda property portfolio rose,positive,neutral,0.7277989,14.555978
neomarkka played leading role group aims restart production specialty cellulose fiber valkeakoski,neutral,neutral,0.7276171,14.552342000000001
loss taxes amounted eur mn compared loss mn,positive,neutral,0.7275913,14.551826000000002
fortum looking invest several new production units including new waste fired unit brista combined heat power chp plant biofuels based production unit vartan chp plant,neutral,neutral,0.7275741,14.551482000000002
portion million recorded part winnings prior patent dispute finnish phone maker nokia oyj,positive,neutral,0.7269045,14.53809
dubai nokia announced launch comes music ground breaking service introduces new way people enjoy music,positive,neutral,0.7266435,14.53287
q profit taxes amounted eur mn eur mn q,negative,neutral,0.7262787,14.525574000000002
founded company uses six step time focused collaborative project approach improve financial institutions revenue streams,neutral,neutral,0.7256853,14.513706
cencorp estimates net sales last quarter earlier stated eur eur operating profit ebit estimated positive,positive,neutral,0.72537327,14.5074654
sale lead pretax capital gain eur million finnish company,positive,neutral,0.7251919,14.503838
jawad williams scored points impressive debut jerusalem jason rich adding yuval naimi chipping points hapoel visits yellow blue next week,positive,neutral,0.72500163,14.500032599999999
thanks nokia lulu proud published novel found,neutral,neutral,0.7249433,14.498866
westend ict plc new shares increase share capital eur based resolutions extraordinary shareholders meeting december today registered trade register,neutral,neutral,0.72406733,14.4813466
scandic feed also diversify tosno product portfolio,neutral,neutral,0.72397625,14.479525
operating profit excluding non recurring items totalled eur mn eur mn,negative,neutral,0.7236299,14.472598
russian officials inspected damage gave vessel permission continue tallinn around norwegian registered sten nordic carrying tons gas oil manned filipino crew,neutral,neutral,0.722562,14.451240000000002
delighted move says morna cowie co owner double size current shop lovely feel,positive,neutral,0.7222601,14.445201999999998
negotiations concern salaried senior salaried employees scheduled completed six weeks,neutral,neutral,0.7222148,14.444296000000001
salonen added data shows producers pulp inventories north america declining,negative,neutral,0.72162974,14.4325948
order also includes extensive maintenance work shoe press delivered vaahto,neutral,neutral,0.72081286,14.416257200000002
real corporation stock exchange release august pm real received eur million cash payment sappi real corporation part mets liitto group divested graphic papers business sappi limited end eur million,neutral,neutral,0.72060835,14.412167
time market automated liquid handling devices already larger pipettes according biohit,neutral,neutral,0.72051513,14.4103026
comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively,neutral,neutral,0.71980566,14.396113200000002
comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively,neutral,neutral,0.71980566,14.396113200000002
estonian telecoms company elisa customer numbers cross tallinn oct bns estonian telecommunications company elisa approximately new clients nine months year bringing number end september company said,positive,neutral,0.7194089,14.388178000000002
successful requires providing level quality satisfies customers partners,neutral,neutral,0.7188236,14.376472000000001
media advisory ntsb said subsequent testing train detection system intermittently failed,negative,neutral,0.71876633,14.375326600000001
productional situation improved,positive,neutral,0.7181389,14.362778
previously eb delivered custom solution lg electronics making commercially available mobile terminal vendors well wireless operators,positive,neutral,0.7172958,14.345916
incap contract manufacturing services pvt ltd subsidiary incap corporation finland acquiring manufacturing unit tvs electronic ltd tumkur near bangalore rs crore,neutral,neutral,0.71720093,14.3440186
satama earned data management solutions competency business intelligence specialization recentlyvia acquisition fimentor oy,positive,neutral,0.7171397,14.342794
genvec biopharmaceutical company developing novel therapeutic drugs vaccines,neutral,neutral,0.71705824,14.3411648
net sales expected remain level,neutral,neutral,0.716772,14.335439999999998
pm omx helsinki index pct lower,negative,neutral,0.7164784,14.329568
aspocomp intends set plant manufacture printed circuit boards investment rs crore,neutral,neutral,0.71616,14.3232
meanwhile minority shareholders expecting teliasonera retain bid sell shares,neutral,neutral,0.71610653,14.322130600000001
finnish metso supply new wood handling bleaching lines well rebuild kraft liner washing line klabin tel maco borba mill brazilian state paran,positive,neutral,0.715715,14.3143
adanac molybdenum canada ordered grinding technology molybdenum project british columbia canada shalkiya zinc kazakhstan awarded contract grinding technology shalkiya zinc lead project kazakhstan,positive,neutral,0.71568614,14.3137228
focus improving profitability next year streamlining operations,positive,neutral,0.71556526,14.3113052
adp news nov finnish power supply solutions provider efore oyj omx efo v announced today launch opus dc latest power system opus product line,positive,neutral,0.71522367,14.304473400000001
basware corporation stock exchange release august basware signed large deal international industrial group basware deliver invoice automation solution connectivity services international industrial group,positive,neutral,0.7152106,14.304212000000001
talvik says relocation application programs servers continue hp servers approved hp supplying tailor made solution elisa,neutral,neutral,0.7147504,14.295008000000001
value orders hand totaled eur mn,neutral,neutral,0.7144789,14.289578
yesterday legrand issued e million fixed rate deal maturing,neutral,neutral,0.7143809,14.287617999999998
chilled meat products category led meat fish poultry market finland accounting share,neutral,neutral,0.7137958,14.275915999999999
seminar introduced modern clean technologies products financial tools sponsorship programs energy environment projects well potential develop clean energy vietnam,positive,neutral,0.7137953,14.275906000000003
joint venture planning quick timetable negotiating lease potential wind farm areas charting feasibility wind farms,neutral,neutral,0.7133665,14.267330000000001
marubeni participated ghg green house gas emission reduction projects overseas obtained emissions credit projects provided japanese clients,neutral,neutral,0.71316147,14.2632294
finnish metal components supplier componenta december applied approval turkish capital markets board launch mandatory offer remaining shares iron aluminium castings producer doktas dokumculuk,neutral,neutral,0.7125316,14.250632000000001
higher bit rates outgoing traffic improves end user experience mobile broadband services video conferencing file sharing sending e mails attachments,positive,neutral,0.71241134,14.2482268
solutions fully arabized message want become partner choice businesses near east region,neutral,neutral,0.7118881,14.237762000000002
according finnish petrol station chain st managing director kim wiio company forced make purchases rising prices first half consumer prices going almost daily due competition,negative,neutral,0.7118277,14.236553999999998
tieto looking energy solution would best support idea sustainable development happy able provide solution saysjouni haikarainen vice president fortum,positive,neutral,0.7117956,14.235912
p ferries efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said,positive,neutral,0.7117323,14.234646000000001
geosolutions team provides intriguing new technology combining gps mobile based technologies together internet based social networking,neutral,neutral,0.7116237,14.232474
outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,neutral,neutral,0.7115172,14.230344
companies able keep market positions,positive,neutral,0.71138346,14.227669200000001
acquisition sampo bank makes strategic sense db says lindsey liddell director fitch ratings financial institutions group,positive,neutral,0.7100895,14.20179
proving good cellphone design truly work art website nokia provides colorful canvas expression mobile inspired sentiments,positive,neutral,0.7095653,14.191306
okmetic closed plant espoo early production lines site moved okmetic plants vantaa finland texas usa,neutral,neutral,0.709265,14.185300000000002
terms profitability earnings best year history chief executive veli matti mattila said,positive,neutral,0.70897937,14.1795874
second quarter net sales expected par first quarter,neutral,neutral,0.7075901,14.151802
circuit overall production rate weekly basis excess average tonnes per day volumes excess tonnes per day reached individual days,positive,neutral,0.70733243,14.1466486
baltic countries sales fell,negative,neutral,0.7072429,14.144858000000001
however offering probably made current valuation partly derives deal company merged stock market shell,neutral,neutral,0.70716166,14.143233200000003
capman finnish alternative asset manager made acquisition helsinki focused vehicle real estate fund fund bought seven story office built underwent refurbishment end,neutral,neutral,0.70680153,14.136030600000002
company continuous need alloys nickel ferro chrome molybdenum manganese production said talvivaara,neutral,neutral,0.70667356,14.1334712
laavainen said benecol well known europe us market years,neutral,neutral,0.70600575,14.120115
based negotiations personnel indicated willingness move new location,neutral,neutral,0.7054484,14.108967999999999
finnish stainless steel manufacturer outokumpu degefors planning recruit new engineers order meet retirement wave next years,neutral,neutral,0.70516217,14.103243400000002
service intended allow people thirteen mediterranean countries reach baltic rapidly single carrier,positive,neutral,0.7047908,14.095816000000003
finnish ahlstrom corporation double investments new specialty glassfiber reinforcement plant south carolina us,positive,neutral,0.70435643,14.087128600000002
remote phone management demonstrates sysopen digia unique end end offering operators handset manufacturers enterprise customers,neutral,neutral,0.7042761,14.085522000000001
joint venture invest eur production technology straight away,neutral,neutral,0.7037509,14.075018
new shares provide shareholders full shareholder rights,neutral,neutral,0.7035194,14.070388000000001
devices would launched chinese market late company said,neutral,neutral,0.70314187,14.0628374
finland poyry energy contract advise builders new cogeneration power plant lithuania second biggest city kaunas supervise construction process,positive,neutral,0.70293206,14.0586412
price gmo soy lower non gmo,neutral,neutral,0.7025195,14.050389999999998
contract covers new energy efficient ac drives designed cooperation companies,neutral,neutral,0.7017645,14.03529
position pursue novel clinical candidates going forward,positive,neutral,0.7014433,14.028866
amanda said already made usd investment commitment russia partners ii fund july,neutral,neutral,0.7008871,14.017742
liora got brand new bag,neutral,neutral,0.7006009,14.012018000000001
pulkovo park ready first stage sq finished first quarter,neutral,neutral,0.69896096,13.979219200000001
completed meter watchtower highest building ireland,neutral,neutral,0.6988765,13.977530000000002
main strength cooperation project lies merging know two large companies,positive,neutral,0.6982808,13.965616
bank forecasts finland gdp grow,positive,neutral,0.6979243,13.958486
like mechanical pipettors biohit also proline plus ce ivd marked comes year warranty,neutral,neutral,0.69739294,13.947858799999999
passenger tunnel expected put operation,neutral,neutral,0.69719416,13.943883200000002
investments operational changes enable additional optimisation working hours thereby cost savings,positive,neutral,0.6957681,13.915362
w rtsil solution selected low fuel consumption environmentally sound technology global service support,positive,neutral,0.6944048,13.888096000000003
neste oil responded challenge posed european union target biofuels accounting traffic fuel usage eu developing nexbtl technology producing diesel fuel renewables federation said,positive,neutral,0.694021,13.88042
combines perfect price performance sophisticated management facilities company said,positive,neutral,0.6934782,13.869564
annual thesis contest aimed enhance thesis quality strengthen thesis culture polytechnics,positive,neutral,0.69327104,13.8654208
proud contribute creation world class airport facility kone innovative people flow tm solutions,positive,neutral,0.69242233,13.8484466
outokumpu declined pct eur omx helsinki pct higher omx helsinki added pct,neutral,neutral,0.69198394,13.8396788
finnish heat retaining fireplaces maker tulikivi oyj said august local tiled stoves utility ceramics subsidiary kermansavi oy merge tulikivi means absorption order streamline latest corporate structure,neutral,neutral,0.69185936,13.8371872
center built kapuli district mantsala beside hanko mantsala porvoo road near new direct rail link lahti jarvenpaa,neutral,neutral,0.69170386,13.8340772
orders received grew year year eur,positive,neutral,0.69139624,13.8279248
policy also aimed making companies profitable competitive,positive,neutral,0.69084483,13.8168966
shares standard chartered stan rose ftse royal bank scotland rbs shares rose barclays shares barc bcs,positive,neutral,0.69083595,13.816718999999999
thereby company expand offering north central south america,positive,neutral,0.6902477,13.804954
third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan,positive,neutral,0.69018817,13.8037634
company profit totaled ls,neutral,neutral,0.6896654,13.793308000000001
eero katajavuori currently group vice president human resources take year long sabbatical starting october,neutral,neutral,0.68887484,13.7774968
overall percent respondents confident security banking online,positive,neutral,0.6880733,13.761466
corresponding share capital increase eur entered trade register today,neutral,neutral,0.6880705,13.761410000000001
continued operations mean structure restructuring aspocomp group including aspocomp oulu headquarter operations,neutral,neutral,0.6868699,13.737398
warmly welcome michael frei outotec,positive,neutral,0.6867812,13.735624
fair value investment properties totalled eur mn compared eur mn corresponding period,positive,neutral,0.68598413,13.719682600000002
empresa de desarrollo urbano de quito innovar uio ecuador commissioned poyry prepare feasibility study new urban rapid mass transit system,neutral,neutral,0.6857713,13.715426
elcoteq proven track record electronics manufacturing services ems global factory network coupled modern manufacturing equipment consistent systems processes,positive,neutral,0.68466496,13.6932992
uncertainties cloud long term outlook,negative,neutral,0.6840703,13.681406
eps grew eur eur,positive,neutral,0.6840155,13.68031
pleased receive nomination committee request confidence says jon risfelt,positive,neutral,0.68399614,13.6799228
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operates finland,neutral,neutral,0.68317425,13.663485
omx helsinki index pct turnover mln eur,negative,neutral,0.6818026,13.636052000000001
according real ceo mikko helander transaction enable company proceed swiftly restructuring program,positive,neutral,0.6809507,13.619014000000002
qpr integrated management system fastest easiest efficient way organizations around world take control human centric business processes,positive,neutral,0.68043894,13.608778800000001
abb deutsche bank upgraded recommendation swiss swedish engineering group abb ltd buy hold,positive,neutral,0.68037426,13.6074852
besides increased share meat various sausages offering number new tastes grill products shish kebabs segment paavel said,positive,neutral,0.67909765,13.581952999999999
sami sepp nen ceo elisa eesti says novel network allows fast mobile broadband sparsely populated areas,neutral,neutral,0.67900974,13.580194800000001
firm october finnish lifting equipment maker konecranes oyj hel kcr v said today acquired us machine tool solutions unlimited cincinnati ohio undisclosed sum,positive,neutral,0.6789435,13.578870000000002
upm kymmene said indicated interest domestic consolidations,neutral,neutral,0.6780326,13.560652000000001
talvivaara secured year take agreement per cent main output nickel cobalt norilsk nickel entered long term zinc streaming agreement nyrstar nv,positive,neutral,0.67703307,13.540661400000001
london marketwatch nokia nok said five year services contract run hutchison essar network operations nine locations india,positive,neutral,0.67696494,13.5392988
company supports global customers developing new technologies offers fast route product development applications volume production,neutral,neutral,0.6769266,13.538532
mill raw material need increase wood,neutral,neutral,0.6767622,13.535243999999999
far mr galvan able avoid laying workers,positive,neutral,0.6765131,13.530262
kesko www kesko fi finnish retail specialist whose stores offer quality daily lives consumers valued products services competitive prices,neutral,neutral,0.6752795,13.505590000000002
year personal entertainment plays significant role determining whether fitness facility workout experience pleasurable chore said brian wilson director marketing precor entertainment services division,neutral,neutral,0.6748273,13.496546
significant milestone benefon helping us secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,positive,neutral,0.67393076,13.4786152
internal revenue service sees percent taxpayers wait last two weeks file million returns filed april,neutral,neutral,0.6738847,13.477694000000001
real said grounds rumors circulating market months,neutral,neutral,0.6732654,13.465308
uponor initiated actions attempt recover cost replacement program supplier clamps well insurance company,neutral,neutral,0.67303574,13.460714800000002
reductions concluded autumn,neutral,neutral,0.6724402,13.448804
broad range connectivity options including g hspa wi fi gives consumers high speed access internet,neutral,neutral,0.67196006,13.439201200000001
veidekke headquartered oslo norway scandinavian construction property development group employees norway sweden denmark annual turnover nok bn,neutral,neutral,0.67186713,13.4373426
fuel purchase contracts signed three months delivery september november,neutral,neutral,0.6712061,13.424122000000002
nokian tyre proves high safety excellently important driving qualities stability mark handling braking wet road,positive,neutral,0.67053133,13.4106266
adjustments concern staff specialty papers fiber composites segments,neutral,neutral,0.67004806,13.4009612
according schmardin nordea likely try win customers pension fund providers,positive,neutral,0.66884154,13.3768308
retail chain launched correspond profit sales forecasts company,neutral,neutral,0.6683961,13.367922000000002
combined value orders almost eur mn,neutral,neutral,0.6682232,13.364464000000002
restructuring measures affect production packaging printing material,neutral,neutral,0.66803694,13.360738800000002
luna took fifth place six shot behind spain beatriz recari germany martina eberl welsh player becky brewerton highest placed british finisher sharing seventh place three shooting,neutral,neutral,0.6675521,13.351042
incap furniture presently negotiating staff cuts,negative,neutral,0.6662726,13.325452000000002
nokia said outcome fair responsible social plan,neutral,neutral,0.6659193,13.318386000000002
first quarter sacanfil net sales totalled eur mn operating profit eur mn,neutral,neutral,0.66487175,13.297434999999998
amer sports companies develop manufacture technically advanced products improve performance active sports participants,neutral,neutral,0.66434115,13.286823
customer satisfied basware invoice automation solution extends implementation new geographies,positive,neutral,0.6642592,13.285184000000003
developers project predict completed april skanssi attract million visitors annually,positive,neutral,0.6641753,13.283506000000001
amending proposal simplifies proposed plan increases incentive key employees stay company,positive,neutral,0.66404825,13.280965
according sepp nen new technology umts solution network building costs one third lower building g networks operating mhz frequency,positive,neutral,0.6634931,13.269862
lidskoe pivo investment program foresees integrated modernization production updating transport logistics infrastructure developing new marketing instruments mikshis said,positive,neutral,0.66330445,13.266089000000001
elsewhere tendency towards developed packaging,neutral,neutral,0.6623869,13.247738
according olvi company already negotiating new agreements,neutral,neutral,0.66237,13.2474
net loss period euro million,neutral,neutral,0.6619995,13.239989999999999
finnish food industry companies interested opportunities provided ukraine,neutral,neutral,0.66189957,13.237991400000002
u federal government putting stake ground vendors customers focused meeting deadline,neutral,neutral,0.6608885,13.217770000000002
eb tough voip field phone equipped integrated speaker ethernet shdsl connectivity enables several innovative applications,neutral,neutral,0.6600626,13.201252000000002
operating profit totalled eur mn eur mn year,negative,neutral,0.6593536,13.187072
however suspect stole burgundy nissan altima,negative,neutral,0.6582276,13.164552000000002
via agreement ramirent expand range equipment services delivers destia ramirent finland managing director kari aulasmaa said,positive,neutral,0.65715384,13.143076800000001
pretax profit totaled eur mn eur mn,negative,neutral,0.65656585,13.131317000000001
happy outcome sneed said hearing,positive,neutral,0.6560177,13.120354
however net sales seen grown eur eur,positive,neutral,0.6555177,13.110354
marimekko group net sales eur thousand eur thousand operating profit eur thousand eur thousand,neutral,neutral,0.65482813,13.0965626
today orange scissors iconic symbol excellent ergonomic design superior quality associated every product fiskars,neutral,neutral,0.652956,13.059119999999998
net profit mln compared mln,positive,neutral,0.6529337,13.058674
consolidated operating profit excluding one items eur mn eur mn year earlier,positive,neutral,0.65279543,13.055908599999999
terms take agreement talvivaara cameco provide front investment maximum million cover construction cost uranium extraction circuit,positive,neutral,0.6509452,13.018904000000001
one uponor promising future products hydronic cooling system,positive,neutral,0.6505222,13.010444000000001
finnish forest machinery equipment maker ponsse oyj said october deliver total cut length method forest machines harvester heads brazilian paper maker bahia pulp unnamed uruguayan wood harvesting contractors,positive,neutral,0.64966524,12.993304800000002
elcoteq expects net sales last quarter level third quarter,neutral,neutral,0.64828086,12.965617199999999
ruukki order book end year year quarter quarter,positive,neutral,0.647314,12.946279999999998
md henning bahr stockmann gruppen praises trend since chains become stronger decision making processes clear,positive,neutral,0.6445957,12.891914000000002
plans result introduction new highly specialized manufacturing methods also entail changes personnel facility,neutral,neutral,0.6445822,12.891644
finnish waste management cleaning group lassila tikanoja oyj l net profit went mln euro mln mln euro mln,negative,neutral,0.64403415,12.880683000000001
addition indian market new plant serve salcomp customers globally company said,positive,neutral,0.64373636,12.874727199999999
ponsse plans create network based strong partnership participates production larger entities presently,neutral,neutral,0.6428856,12.857712
win oems targeting develop wimax products,positive,neutral,0.64114803,12.8229606
thank jarmo ukonaho warmly contribution wish best future challenges,neutral,neutral,0.6408245,12.81649
antniemi refuted report finnish daily turun sanomat company reorganizing operations baltic countries,neutral,neutral,0.64064574,12.8129148
personnel reduction carried anjalankoski hollola jyvaskyla jarvenpaa karhula turku valkeakoski units,negative,neutral,0.64060986,12.8121972
total order value booked fourth quarter remainder booked second quarter,neutral,neutral,0.6395334,12.790668000000002
program included operational improvements reductions personnel mainly netherlands,neutral,neutral,0.6384395,12.768790000000003
look forward helping company develop operational services digitalize services customers,positive,neutral,0.63779604,12.7559208
finnish suominen corporation makes wet wipes nonwovens flexible packaging starting employer employee negotiations tampere plant finland lay employees,negative,neutral,0.63746876,12.7493752
time sales development russia boosted opening stockmann nevsky centre st petersburg,positive,neutral,0.63724124,12.744824800000002
cardona slowed vehicle turned around returned intersection called,neutral,neutral,0.637188,12.743760000000002
finland based company says move existing square foot facility september,neutral,neutral,0.6348945,12.697890000000001
district court helsinki dismissed charges court first instance,positive,neutral,0.634557,12.69114
world second largest stainless steel maker said net profit three month period dec surged euro million us million euro us per share euro million euro per share previous year,positive,neutral,0.63447726,12.689545200000001
wednesday announced government would propose granting licence two reactors one built fennovoima tvo,positive,neutral,0.63371515,12.674303
third quarter net sales totaled eur mn operating profit eur mn,neutral,neutral,0.6332804,12.665608
mr mikko saavalainen head comptel global sales concludes gibtelecom provides perfect illustration variety business technical regulatory challenges operators facing oss today,neutral,neutral,0.6307957,12.615914
long standing partnership commitment enable parties develop respective operations esl shipping also opportunity update fleet improve efficiency,positive,neutral,0.6302703,12.605406
aspo strong company brands esl shipping leipurin telko kaukomarkkinat aim market leaders sectors,neutral,neutral,0.6299568,12.599136
value multi year agreement eur mn year,neutral,neutral,0.62972987,12.594597400000001
court decision also promote genuine competition services,neutral,neutral,0.6283078,12.566156000000001
nokia certainly disagree qualcomm views patent situation,negative,neutral,0.62825793,12.5651586
metso foundries jyvaskyla oy discontinue production line september,neutral,neutral,0.62733555,12.546710999999998
karachi sept ixonos world leader development integration solutions handheld devices announced implementing touch screen mobile user interface solution intel atom processor z xx based smartphones,neutral,neutral,0.6267894,12.535788
vdw combined lxe devices enhances productivity enabling workers use single device perform voice scanning keyboard functions,positive,neutral,0.6266032,12.532064000000002
upon completion deal panostaja establish new business area within group focus heat treatment metals,neutral,neutral,0.6264252,12.528504000000002
rally authorized city administration consulate official came workers spoke took letter,neutral,neutral,0.6253772,12.507544000000001
divested activities net sales eur million operating profit eur million,neutral,neutral,0.62337375,12.467475
cutting number plants group trim fixed costs,positive,neutral,0.6230856,12.461712
outokumpu steel mill tornio finland suspected source,negative,neutral,0.6230246,12.460492
acquisition basware preliminary pro forma net sales amount eur mn preliminary pro forma operating profit amounts eur mn,neutral,neutral,0.6228243,12.456486
jan ford struggling face slowing truck suv sales surfeit date got ta cars,negative,neutral,0.6227709,12.455418000000002
stena poseidon called panamax tanker designed able pass narrow passages panama canal locks,neutral,neutral,0.62237406,12.447481199999999
however march government st petersburg passed front part building area square metres land plot hotel worth usd mn company delta,neutral,neutral,0.6206415,12.41283
antibody administered repeated doses mg kg generally well tolerated pharmacokinetic characteristics btt psoriasis patients consistent observed previously completed study rheumatoid arthritis ra patients,neutral,neutral,0.6205112,12.410224000000001
put costly cell phone towers thinly populated areas balloons would,neutral,neutral,0.6200365,12.40073
familiar blue white red hk seal received authentic look,neutral,neutral,0.6193281,12.386562000000001
motorola inc united states came second shipments million units percent market share followed south korea samsung electronics co shipments million units percent share,neutral,neutral,0.61820996,12.3641992
nordea pankki suomi oyj according previously announced made forward contracts alma media corporation shares,neutral,neutral,0.61789596,12.357919200000001
takeover cramo become second largest rental services provider latvian market,positive,neutral,0.61723226,12.3446452
company net sales eur mn pre tax profit eur mn,neutral,neutral,0.6162698,12.325396
pct lower,neutral,neutral,0.6162425,12.324850000000001
first oil company join rspo commits fully sustainable sourcing feedstocks production nexbtl biodiesel said,neutral,neutral,0.6160095,12.32019
cet monday shares bavarian nordic climbed dkk stock exchange copenhagen lost past month,positive,neutral,0.61487114,12.2974228
ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania,positive,neutral,0.61370814,12.2741628
previously company estimated operating profit reach level,positive,neutral,0.61301917,12.2603834
company annual turnover eur,neutral,neutral,0.61261344,12.2522688
pleased deliver basware invoice automation solution major retail company us,positive,neutral,0.6125134,12.250268
company order book stood bln euro bln september pct year international orders amounting mln euro mln,positive,neutral,0.6121974,12.243948
shuweihat got way july project awarded desalination power contractors,neutral,neutral,0.6110467,12.220934000000002
mr jorma valkama managing director suomen paikallissanomat oy states rannikkoseutu complements outstanding way current product range company,neutral,neutral,0.6097875,12.19575
upon completion keskuskatu form backbone helsinki pedestrianised downtown area linking city main pedestrian precincts,positive,neutral,0.6071601,12.143202
december finnish german telecoms equipment maker nokia siemens networks said today contract upgrade radio network home based telecommunications company elisa oyj hel eli v,positive,neutral,0.6071119,12.142238
poyry good track record major transportation projects latin america,positive,neutral,0.60679716,12.1359432
airbus attempt evacuate people within seconds,neutral,neutral,0.60674196,12.134839200000002
company recorded revenues e million fiscal year ended december increase,positive,neutral,0.6057871,12.115742000000001
real corporation press release november real corporation second best company materials sector including e g forest industry companies carbon disclosure leadership index cdli nordic report,positive,neutral,0.6052066,12.104132
profit taxes eur mn eur mn,negative,neutral,0.60167867,12.0335734
indo russia trade cross targeted billion dollars double billion dollars trade irritants procedural hassles resolved chamber said survey obstacles trade russia,positive,neutral,0.60131276,12.026255200000001
upm biggest producer magazine paper europe market share pct likely say prices segment best flat quarter analysts said,neutral,neutral,0.6012456,12.024912000000002
company said previously eb delivered custom solution lg electronics making commercially available mobile terminal vendors well wireless operators,neutral,neutral,0.6003463,12.006926000000002
via takeover panostaja expands business area specialising digital printing since previously consists subsidiaries kopijyva oy sokonet oy,positive,neutral,0.60025656,12.005131200000003
efficiency programs totalling million euros way finnair,positive,neutral,0.5993745,11.987490000000001
london afx shares rautaruukki corp upgraded hold sell abn amro price target raised eur said dealers,positive,neutral,0.5991874,11.983748
nokia continue invest future development qt benefit users commercial lgpl,positive,neutral,0.5988819,11.977638
subdivision made sales revenues last year eur million eur million operating profits eur million eur million,positive,neutral,0.59814805,11.962961000000002
india trade russia currently stands four billion dollars growing per cent fiscal,positive,neutral,0.5980589,11.961178
finnish automation solutions developer cencorp corporation omx helsinki cnc v said friday june completed employee negotiations regarding reorganisation operations,positive,neutral,0.5973311,11.946622000000001
eb announced stock exchange release november th j bergqvist resigned chairmanship membership board eb,negative,neutral,0.5970095,11.940190000000001
turn fradkov said russia interested adopting finnish experience forming technology parks framework implementing law special economic zone,neutral,neutral,0.59699523,11.9399046
fixed mobile convergence solutions represent key value proposition today communication market,neutral,neutral,0.5964881,11.929762
revenue quarter totaled billion percent billion fourth quarter,negative,neutral,0.5948729,11.897458
finnair plc carried record million passengers increase percent previous year finnish national carrier reported tuesday,positive,neutral,0.5930365,11.86073
company make marketing sales investments initiated even efficient,positive,neutral,0.59172976,11.8345952
borrower happy roadshow paid hit ratio high,positive,neutral,0.5916287,11.832574000000001
recent interview financial times ft sampo board chairman bjorn wahlroos said p c certainly sale price set sek billion confirming earlier statements,neutral,neutral,0.59114033,11.8228066
hack extra nefarious tweets activated without clicked enough web surfers move mouse cursors,negative,neutral,0.59071517,11.8143034
plants ground continue grow success garden lies well maintained,neutral,neutral,0.5902935,11.805870000000002
okmetic expects net sales first half less,negative,neutral,0.5893767,11.787533999999999
earnings per share eps first quarter amounted loss eur,neutral,neutral,0.5882355,11.764710000000001
profit taxes period eur eur last year,positive,neutral,0.586466,11.729320000000001
lassila tikanoja operating profit excluding non recurring imputed items second quarter eur eur year ago,negative,neutral,0.58627456,11.7254912
stonegate utm solution offers protection inbound outbound attacks,positive,neutral,0.5860215,11.72043
two companies also partner developing raiso cholesterol lowering brand benecol,positive,neutral,0.5858325,11.716650000000001
mr kivimeister said john deer former timberjack stands win situation controls around estonia forest machinery market,positive,neutral,0.58548516,11.7097032
operating profit excluding non recurring items amounted eur mn eur mn year year,negative,neutral,0.58520204,11.7040408
section regional news demand finnair asian traffic measured passenger kilometers august compare last year,positive,neutral,0.5844767,11.689534
fortum also blocking stake northwestern tgk,neutral,neutral,0.58401334,11.680266800000002
negotiations concern personnel cencorp corporation singulase oy whole finland sweden company said,neutral,neutral,0.5820621,11.641242000000002
finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,positive,neutral,0.5817355,11.63471
